#;name;state
0;'ant0';'wandering'
1;'ant1';'wandering'
2;'ant2';'wandering'
3;'ant3';'wandering'
4;'ant4';'wandering'
5;'ant5';'wandering'
6;'ant6';'wandering'
7;'ant7';'wandering'
8;'ant8';'wandering'
9;'ant9';'wandering'
10;'ant10';'wandering'
11;'ant11';'wandering'
12;'ant12';'wandering'
13;'ant13';'wandering'
14;'ant14';'wandering'
15;'ant15';'wandering'
16;'ant16';'wandering'
17;'ant17';'wandering'
18;'ant18';'wandering'
19;'ant19';'wandering'
20;'ant20';'wandering'
21;'ant21';'wandering'
22;'ant22';'wandering'
23;'ant23';'wandering'
24;'ant24';'wandering'
25;'ant25';'wandering'
26;'ant26';'wandering'
27;'ant27';'wandering'
28;'ant28';'wandering'
29;'ant29';'wandering'
30;'ant30';'wandering'
31;'ant31';'wandering'
32;'ant32';'wandering'
33;'ant33';'wandering'
34;'ant34';'wandering'
35;'ant35';'wandering'
36;'ant36';'wandering'
37;'ant37';'wandering'
38;'ant38';'wandering'
39;'ant39';'wandering'
40;'ant40';'wandering'
41;'ant41';'wandering'
42;'ant42';'wandering'
43;'ant43';'wandering'
44;'ant44';'wandering'
45;'ant45';'wandering'
46;'ant46';'wandering'
47;'ant47';'wandering'
48;'ant48';'wandering'
49;'ant49';'wandering'
50;'ant50';'wandering'
51;'ant51';'wandering'
52;'ant52';'wandering'
53;'ant53';'wandering'
54;'ant54';'wandering'
55;'ant55';'wandering'
56;'ant56';'wandering'
57;'ant57';'wandering'
58;'ant58';'wandering'
59;'ant59';'wandering'
60;'ant60';'wandering'
61;'ant61';'wandering'
62;'ant62';'wandering'
63;'ant63';'wandering'
64;'ant64';'wandering'
65;'ant65';'wandering'
66;'ant66';'wandering'
67;'ant67';'wandering'
68;'ant68';'wandering'
69;'ant69';'wandering'
70;'ant70';'wandering'
71;'ant71';'wandering'
72;'ant72';'wandering'
73;'ant73';'wandering'
74;'ant74';'wandering'
75;'ant75';'wandering'
76;'ant76';'wandering'
77;'ant77';'wandering'
78;'ant78';'wandering'
79;'ant79';'wandering'
80;'ant80';'wandering'
81;'ant81';'wandering'
82;'ant82';'wandering'
83;'ant83';'wandering'
84;'ant84';'wandering'
85;'ant85';'wandering'
86;'ant86';'wandering'
87;'ant87';'wandering'
88;'ant88';'wandering'
89;'ant89';'wandering'
90;'ant90';'wandering'
91;'ant91';'wandering'
92;'ant92';'wandering'
93;'ant93';'wandering'
94;'ant94';'wandering'
95;'ant95';'wandering'
96;'ant96';'wandering'
97;'ant97';'wandering'
98;'ant98';'wandering'
99;'ant99';'wandering'
