output,parameter,first order,first order confidence,Total order,Total order confidence
nb_recovered,nb_agents,0.4869849901668735,0.47379503134913237,0.6320885636147153,0.4076304688744005
nb_recovered,infection_distance,0.3592548355293106,0.5589482248926814,0.8170820414250476,0.48543109468361434
nb_recovered,infection_rate,0.013234778429850134,0.04366509495017672,8.32036345460696E-4,0.04215353053562864
nb_recovered,nb_infected_init,-0.005201245187572832,0.09980241329412437,0.008699300642466157,0.07649558454754239
nb_recovered,recovery_time,0.019632037858246604,0.045427372602667555,0.017432126558925454,0.03282096952558006
