output,parameter,first order,first order confidence,Total order,Total order confidence
nb_predators,predator_energy_transfer,0.06339341205717851,NaN,1.315911730545877,NaN
nb_predators,predator_energy_reproduce,1.1199502796768173,NaN,0.49128919860627185,NaN
nb_predators,prey_energy_reproduce,1.753884400248601,NaN,1.0,NaN
nb_predators,prey_max_transfer,2.561839651957737,NaN,1.4529616724738676,NaN
nb_preys,predator_energy_transfer,-0.6103901732118339,2.6187941111239956,0.6724019011549893,0.7283360653417889
nb_preys,predator_energy_reproduce,1.0191984288639175,3.7840191006384427,0.9094192448050564,0.2619434869020596
nb_preys,prey_energy_reproduce,0.7888588581287935,2.9623321476200952,0.6898207948232402,0.5688461308181697
nb_preys,prey_max_transfer,0.2589633362823845,2.342149051122312,1.1648712707390176,0.5866852614181894
