prey_max_transfer,prey_energy_reproduce,predator_energy_transfer,predator_energy_reproduce,nb_preys,nb_predators
0.148876953125,0.11767578125,0.5666992187500001,0.70908203125,0,0
0.17612304687500002,0.11767578125,0.5666992187500001,0.70908203125,93,10
0.148876953125,0.68505859375,0.5666992187500001,0.70908203125,144,0
0.148876953125,0.11767578125,0.14130859375000002,0.70908203125,65,15
0.148876953125,0.11767578125,0.5666992187500001,0.90947265625,134,0
0.148876953125,0.68505859375,0.14130859375000002,0.90947265625,144,0
0.17612304687500002,0.11767578125,0.14130859375000002,0.90947265625,114,3
0.17612304687500002,0.68505859375,0.5666992187500001,0.90947265625,0,0
0.17612304687500002,0.68505859375,0.14130859375000002,0.70908203125,92,0
0.17612304687500002,0.68505859375,0.14130859375000002,0.90947265625,164,0
0.373876953125,0.46767578125,0.59130859375,0.25908203125,0,0
0.373876953125,0.46767578125,0.11669921875,0.25908203125,80,3
0.401123046875,0.46767578125,0.11669921875,0.25908203125,74,4
0.373876953125,0.33505859374999997,0.59130859375,0.45947265625,38,2
0.401123046875,0.46767578125,0.59130859375,0.45947265625,120,0
0.401123046875,0.33505859374999997,0.59130859375,0.45947265625,171,0
0.373876953125,0.33505859374999997,0.11669921875,0.25908203125,144,0
0.373876953125,0.46767578125,0.11669921875,0.45947265625,159,0
0.401123046875,0.33505859374999997,0.11669921875,0.45947265625,155,0
0.401123046875,0.33505859374999997,0.59130859375,0.25908203125,127,0
0.486376953125,0.29267578125,0.79169921875,0.93408203125,99,9
0.288623046875,0.29267578125,0.36630859375,0.23447265625000002,0,0
0.288623046875,0.29267578125,0.79169921875,0.93408203125,0,0
0.486376953125,0.29267578125,0.36630859375,0.93408203125,0,0
0.486376953125,0.29267578125,0.79169921875,0.23447265625000002,7,6
0.486376953125,0.16005859374999998,0.79169921875,0.93408203125,140,0
0.288623046875,0.16005859374999998,0.36630859375,0.93408203125,43,11
0.486376953125,0.16005859374999998,0.36630859375,0.23447265625000002,191,0
0.288623046875,0.16005859374999998,0.36630859375,0.23447265625000002,144,0
0.288623046875,0.16005859374999998,0.79169921875,0.23447265625000002,156,0
0.26137695312500003,0.64267578125,0.34169921875,0.48408203125000004,0,0
0.063623046875,0.64267578125,0.34169921875,0.48408203125000004,107,0
0.26137695312500003,0.51005859375,0.34169921875,0.48408203125000004,145,0
0.063623046875,0.64267578125,0.81630859375,0.68447265625,507,0
0.26137695312500003,0.64267578125,0.34169921875,0.68447265625,136,0
0.26137695312500003,0.51005859375,0.81630859375,0.68447265625,101,10
0.26137695312500003,0.64267578125,0.81630859375,0.48408203125000004,150,0
0.063623046875,0.51005859375,0.81630859375,0.48408203125000004,136,0
0.063623046875,0.51005859375,0.81630859375,0.68447265625,142,0
0.063623046875,0.51005859375,0.34169921875,0.68447265625,139,0
0.205126953125,0.38017578124999996,0.22919921875000002,0.37158203125,131,0
0.119873046875,0.38017578124999996,0.22919921875000002,0.37158203125,47,16
0.205126953125,0.59755859375,0.22919921875000002,0.37158203125,159,0
0.205126953125,0.38017578124999996,0.47880859375000007,0.37158203125,151,0
0.205126953125,0.59755859375,0.47880859375000007,0.12197265625,164,0
0.205126953125,0.38017578124999996,0.22919921875000002,0.12197265625,170,0
0.119873046875,0.38017578124999996,0.47880859375000007,0.12197265625,145,0
0.119873046875,0.59755859375,0.47880859375000007,0.37158203125,0,0
0.119873046875,0.59755859375,0.22919921875000002,0.12197265625,158,0
0.119873046875,0.59755859375,0.47880859375000007,0.12197265625,65,4
0.430126953125,0.73017578125,0.67919921875,0.82158203125,148,0
0.344873046875,0.73017578125,0.67919921875,0.82158203125,0,0
0.430126953125,0.24755859375,0.67919921875,0.82158203125,134,0
0.430126953125,0.73017578125,0.92880859375,0.82158203125,130,0
0.430126953125,0.73017578125,0.67919921875,0.57197265625,139,0
0.430126953125,0.24755859375,0.92880859375,0.57197265625,138,0
0.344873046875,0.73017578125,0.92880859375,0.57197265625,166,0
0.344873046875,0.24755859375,0.92880859375,0.82158203125,0,0
0.344873046875,0.24755859375,0.67919921875,0.57197265625,136,0
0.344873046875,0.24755859375,0.92880859375,0.57197265625,140,0
0.317626953125,0.20517578124999997,0.45419921875,0.14658203125000002,0,0
0.457373046875,0.20517578124999997,0.45419921875,0.14658203125000002,137,0
0.317626953125,0.07255859375,0.45419921875,0.14658203125000002,0,0
0.317626953125,0.20517578124999997,0.25380859375,0.14658203125000002,0,0
0.317626953125,0.20517578124999997,0.45419921875,0.79697265625,126,0
0.317626953125,0.07255859375,0.25380859375,0.79697265625,139,0
0.457373046875,0.20517578124999997,0.25380859375,0.79697265625,164,0
0.457373046875,0.07255859375,0.45419921875,0.79697265625,160,0
0.457373046875,0.07255859375,0.25380859375,0.14658203125000002,48,19
0.457373046875,0.07255859375,0.25380859375,0.79697265625,149,0
0.092626953125,0.55517578125,0.90419921875,0.59658203125,101,0
0.232373046875,0.55517578125,0.90419921875,0.59658203125,152,0
0.092626953125,0.42255859375,0.90419921875,0.59658203125,141,0
0.092626953125,0.55517578125,0.70380859375,0.59658203125,0,0
0.092626953125,0.55517578125,0.90419921875,0.34697265625,200,0
0.092626953125,0.42255859375,0.70380859375,0.34697265625,24,1
0.232373046875,0.55517578125,0.70380859375,0.34697265625,170,0
0.232373046875,0.42255859375,0.90419921875,0.34697265625,145,3
0.232373046875,0.42255859375,0.70380859375,0.59658203125,140,0
0.232373046875,0.42255859375,0.70380859375,0.34697265625,171,0
0.078564453125,0.18330078125,0.14482421875,0.51220703125,191,0
0.330810546875,0.18330078125,0.14482421875,0.51220703125,146,0
0.078564453125,0.22568359374999997,0.14482421875,0.51220703125,145,0
0.078564453125,0.18330078125,0.95693359375,0.51220703125,128,1
0.078564453125,0.18330078125,0.14482421875,0.82509765625,152,0
0.078564453125,0.22568359374999997,0.95693359375,0.82509765625,131,0
0.330810546875,0.18330078125,0.95693359375,0.82509765625,115,8
0.330810546875,0.22568359374999997,0.14482421875,0.82509765625,143,0
0.330810546875,0.22568359374999997,0.95693359375,0.51220703125,28,16
0.330810546875,0.22568359374999997,0.95693359375,0.82509765625,140,0
0.303564453125,0.53330078125,0.59482421875,0.96220703125,105,5
0.105810546875,0.53330078125,0.59482421875,0.96220703125,141,0
0.303564453125,0.57568359375,0.59482421875,0.96220703125,148,0
0.303564453125,0.53330078125,0.50693359375,0.96220703125,151,0
0.303564453125,0.53330078125,0.59482421875,0.37509765625,138,0
0.303564453125,0.57568359375,0.50693359375,0.37509765625,0,0
0.105810546875,0.53330078125,0.50693359375,0.37509765625,126,0
0.105810546875,0.57568359375,0.59482421875,0.37509765625,129,0
0.105810546875,0.57568359375,0.50693359375,0.37509765625,0,0
0.105810546875,0.57568359375,0.50693359375,0.96220703125,142,0
